(480, 640, 3)
(426, 640, 3)
(428, 640, 3)
(425, 640, 3)
(640, 481, 3)
(478, 640, 3)
(500, 381, 3)
(488, 640, 3)
(640, 480, 3)
(426, 640, 3)
(640, 427, 3)
(640, 565, 3)
(426, 640, 3)
(375, 500, 3)
(612, 612, 3)
(425, 640, 3)
(640, 512, 3)
(480, 640, 3)
(427, 640, 3)
(427, 640, 3)
(416, 640, 3)
(480, 640, 3)
(640, 416, 3)
(481, 640, 3)
(480, 640, 3)
(374, 500, 3)
(573, 640, 3)
(640, 480, 3)
(500, 600, 3)
(480, 640, 3)
(428, 640, 3)
(640, 480, 3)
(640, 427, 3)
(480, 640, 3)
(536, 640, 3)
(480, 640, 3)
(480, 640, 3)
(480, 640, 3)
(428, 640, 3)
(480, 640, 3)
(640, 480, 3)
(424, 640, 3)
(480, 640, 3)
(480, 640, 3)
(333, 500, 3)
(640, 591, 3)
(640, 428, 3)
(427, 640, 3)
(480, 640, 3)
(426, 640, 3)
(600, 600, 3)
(427, 640, 3)
(427, 640, 3)
(480, 640, 3)
(481, 640, 3)
(427, 640, 3)
(491, 640, 3)
(480, 640, 3)
(327, 640, 3)
(480, 640, 3)
(218, 640, 3)
(332, 500, 3)
(375, 500, 3)
(640, 480, 3)
(640, 480, 3)
(480, 640, 3)
(640, 446, 3)
(480, 640, 3)
(480, 640, 3)
(611, 640, 3)
(580, 640, 3)
(480, 640, 3)
(640, 638, 3)
(640, 426, 3)
(640, 359, 3)
(480, 640, 3)
(360, 640, 3)
(389, 640, 3)
(640, 427, 3)
(480, 640, 3)
(480, 640, 3)
(640, 480, 3)
(480, 640, 3)
(640, 516, 3)
(427, 640, 3)
(226, 640, 3)
(500, 333, 3)
(427, 640, 3)
(406, 640, 3)
(495, 500, 3)
(313, 500, 3)
(427, 640, 3)
(480, 640, 3)
(480, 640, 3)
(640, 360, 3)
(480, 640, 3)
(640, 427, 3)
(480, 640, 3)
(480, 640, 3)
(336, 448, 3)
(425, 640, 3)
(484, 640, 3)
(427, 640, 3)
(312, 460, 3)
(640, 423, 3)
(640, 520, 3)
(480, 640, 3)
(640, 427, 3)
(513, 640, 3)
(500, 473, 3)
(426, 640, 3)
(480, 640, 3)
(500, 409, 3)
(480, 640, 3)
(248, 640, 3)
(407, 640, 3)
(480, 640, 3)
(480, 640, 3)
(640, 480, 3)
(500, 375, 3)
(446, 640, 3)
(480, 640, 3)
(427, 640, 3)
(640, 427, 3)
(640, 480, 3)
(428, 640, 3)
(375, 500, 3)
(427, 640, 3)
(472, 640, 3)
(425, 640, 3)
(375, 500, 3)
(427, 640, 3)
(427, 640, 3)
(481, 640, 3)
(480, 640, 3)
(640, 480, 3)
(612, 612, 3)
(480, 640, 3)
(480, 640, 3)
(428, 640, 3)
(267, 400, 3)
(640, 428, 3)
(480, 640, 3)
(333, 500, 3)
(480, 640, 3)
(480, 640, 3)
(457, 640, 3)
(640, 359, 3)
(428, 640, 3)
(480, 640, 3)
(361, 640, 3)
(640, 426, 3)
(640, 429, 3)
(427, 640, 3)
(480, 640, 3)
(427, 640, 3)
(343, 500, 3)
(424, 640, 3)
(427, 640, 3)
(612, 612, 3)
(422, 640, 3)
(332, 500, 3)
(360, 640, 3)
(360, 640, 3)
(480, 640, 3)
(393, 640, 3)
(640, 512, 3)
(480, 640, 3)
(496, 500, 3)
(431, 640, 3)
(500, 333, 3)
(335, 500, 3)
(575, 640, 3)
(480, 640, 3)
(640, 502, 3)
(427, 640, 3)
(427, 640, 3)
(640, 460, 3)
(427, 640, 3)
(612, 612, 3)
(500, 327, 3)
(512, 640, 3)
(485, 640, 3)
(500, 392, 3)
(612, 612, 3)
(480, 640, 3)
(480, 640, 3)
(375, 500, 3)
(360, 640, 3)
(640, 480, 3)
(640, 427, 3)
(640, 427, 3)
(480, 640, 3)
(640, 425, 3)
(500, 334, 3)
(369, 640, 3)
(640, 480, 3)
(640, 480, 3)
(426, 640, 3)
(480, 640, 3)
(640, 480, 3)
(347, 640, 3)
(640, 427, 3)
(480, 640, 3)
(480, 640, 3)
(427, 640, 3)
(640, 443, 3)
(612, 612, 3)
(419, 640, 3)
(427, 640, 3)
(640, 480, 3)
(335, 500, 3)
(428, 640, 3)
(427, 640, 3)
(480, 640, 3)
(480, 640, 3)
(573, 640, 3)
(640, 443, 3)
(532, 640, 3)
(480, 640, 3)
(640, 424, 3)
(444, 640, 3)
(424, 640, 3)
(453, 640, 3)
(480, 640, 3)
(424, 640, 3)
(375, 500, 3)
(640, 427, 3)
(480, 640, 3)
(480, 640, 3)
(640, 427, 3)
(427, 640, 3)
(375, 500, 3)
(332, 500, 3)
(427, 640, 3)
(274, 500, 3)
(359, 640, 3)
(426, 640, 3)
(640, 426, 3)
(640, 426, 3)
(480, 640, 3)
(640, 480, 3)
(640, 480, 3)
(480, 640, 3)
(640, 480, 3)
(435, 640, 3)
(427, 640, 3)
(480, 640, 3)
(463, 640, 3)
(522, 640, 3)
(335, 640, 3)
(479, 640, 3)
(480, 640, 3)
(480, 640, 3)
(480, 640, 3)
(492, 640, 3)
(640, 426, 3)
(540, 640, 3)
(427, 640, 3)
(640, 480, 3)
(428, 640, 3)
(333, 500, 3)
(640, 480, 3)
(426, 640, 3)
(482, 640, 3)
(640, 480, 3)
(600, 518, 3)
(480, 640, 3)
(640, 480, 3)
(419, 640, 3)
(375, 500, 3)
(480, 640, 3)
(375, 500, 3)
(498, 640, 3)
(480, 640, 3)
(640, 427, 3)
(612, 612, 3)
(374, 500, 3)
(480, 640, 3)
(425, 640, 3)
(428, 640, 3)
(463, 640, 3)
(480, 640, 3)
(480, 640, 3)
(640, 480, 3)
(640, 437, 3)
(427, 640, 3)
(482, 407, 3)
(500, 354, 3)
(480, 640, 3)
(640, 478, 3)
(640, 428, 3)
(428, 640, 3)
(480, 640, 3)
(428, 640, 3)
(375, 500, 3)
(480, 640, 3)
(375, 500, 3)
(428, 640, 3)
(464, 600, 3)
(375, 500, 3)
(427, 640, 3)
(463, 640, 3)
(427, 640, 3)
(612, 612, 3)
(640, 424, 3)
(640, 427, 3)
(640, 427, 3)
(612, 612, 3)
(480, 640, 3)
(425, 640, 3)
(480, 640, 3)
(375, 500, 3)
(480, 640, 3)
(371, 640, 3)
(640, 480, 3)
(480, 640, 3)
(480, 640, 3)
(427, 640, 3)
(427, 640, 3)
(480, 640, 3)
(480, 640, 3)
(337, 500, 3)
(640, 435, 3)
(335, 500, 3)
(480, 640, 3)
(640, 424, 3)
(258, 640, 3)
(480, 640, 3)
(425, 640, 3)
(562, 640, 3)
(640, 480, 3)
(640, 640, 3)
(640, 425, 3)
(419, 500, 3)
(480, 640, 3)
(427, 640, 3)
(500, 333, 3)
(500, 482, 3)
(375, 500, 3)
(427, 640, 3)
(427, 640, 3)
(612, 612, 3)
(304, 480, 3)
(428, 640, 3)
(640, 424, 3)
(480, 640, 3)
(480, 640, 3)
(480, 640, 3)
(333, 500, 3)
(427, 640, 3)
(640, 640, 3)
(375, 500, 3)
(480, 640, 3)
(518, 640, 3)
(480, 640, 3)
(425, 640, 3)
(426, 640, 3)
(428, 640, 3)
(494, 640, 3)
(427, 640, 3)
(453, 640, 3)
(480, 640, 3)
(640, 523, 3)
(640, 480, 3)
(375, 500, 3)
(427, 640, 3)
(424, 640, 3)
(480, 640, 3)
(375, 500, 3)
(480, 640, 3)
(480, 640, 3)
(278, 640, 3)
(640, 458, 3)
(430, 640, 3)
(480, 640, 3)
(500, 500, 3)
(480, 640, 3)
(500, 500, 3)
(640, 640, 3)
(500, 375, 3)
(640, 564, 3)
(480, 640, 3)
(353, 500, 3)
(427, 640, 3)
(363, 500, 3)
(640, 427, 3)
(427, 640, 3)
(413, 640, 3)
(424, 640, 3)
(640, 473, 3)
(480, 640, 3)
(427, 640, 3)
(375, 500, 3)
(233, 640, 3)
(640, 550, 3)
(375, 500, 3)
(333, 500, 3)
(427, 640, 3)
(332, 640, 3)
(425, 640, 3)
(426, 640, 3)
(544, 640, 3)
(480, 640, 3)
(453, 640, 3)
(640, 640, 3)
(252, 480, 3)
(375, 500, 3)
(640, 383, 3)
(640, 427, 3)
(480, 640, 3)
(640, 427, 3)
(480, 640, 3)
(375, 500, 3)
(480, 640, 3)
(427, 640, 3)
(429, 640, 3)
(426, 640, 3)
(480, 640, 3)
(427, 640, 3)
(480, 640, 3)
(640, 480, 3)
(425, 640, 3)
(270, 360, 3)
(500, 375, 3)
(480, 640, 3)
(427, 640, 3)
(428, 640, 3)
(462, 640, 3)
(480, 640, 3)
(640, 428, 3)
(427, 640, 3)
(480, 640, 3)
(640, 480, 3)
(427, 640, 3)
(388, 500, 3)
(640, 427, 3)
(640, 501, 3)
(480, 640, 3)
(425, 640, 3)
(427, 640, 3)
(640, 482, 3)
(480, 640, 3)
(427, 640, 3)
(323, 640, 3)
(333, 500, 3)
(480, 640, 3)
(299, 500, 3)
(463, 640, 3)
(426, 640, 3)
(480, 640, 3)
(375, 500, 3)
(427, 640, 3)
(480, 640, 3)
(427, 640, 3)
(424, 640, 3)
(600, 600, 3)
(480, 640, 3)
(427, 640, 3)
(480, 640, 3)
(480, 640, 3)
(500, 375, 3)
(640, 426, 3)
(333, 500, 3)
(345, 640, 3)
(480, 640, 3)
(580, 640, 3)
(480, 640, 3)
(640, 480, 3)
(457, 640, 3)
(640, 428, 3)
(480, 640, 3)
(427, 640, 3)
(480, 640, 3)
(500, 333, 3)
(480, 640, 3)
(480, 640, 3)
(480, 640, 3)
(626, 640, 3)
(428, 640, 3)
(427, 640, 3)
(480, 640, 3)
(427, 640, 3)
(375, 500, 3)
(500, 400, 3)
(427, 640, 3)
(375, 500, 3)
(478, 640, 3)
(480, 640, 3)
(480, 640, 3)
(480, 640, 3)
(427, 640, 3)
(427, 640, 3)
(427, 640, 3)
(480, 640, 3)
(500, 500, 3)
(360, 640, 3)
(427, 640, 3)
(360, 640, 3)
(640, 637, 3)
(640, 481, 3)
(364, 500, 3)
(612, 612, 3)
(640, 427, 3)
(426, 640, 3)
(375, 500, 3)
(427, 640, 3)
(500, 375, 3)
(640, 427, 3)
(427, 640, 3)
(428, 640, 3)
(640, 480, 3)
(454, 640, 3)
(609, 609, 3)
(640, 425, 3)
(640, 426, 3)
(427, 640, 3)
(640, 424, 3)
(640, 427, 3)
(480, 640, 3)
(427, 640, 3)
(500, 332, 3)
(478, 640, 3)
(640, 427, 3)
(640, 427, 3)
(640, 427, 3)
(480, 640, 3)
(427, 640, 3)
(427, 640, 3)
(480, 640, 3)
(427, 640, 3)
(375, 500, 3)
(427, 640, 3)
(640, 427, 3)
(376, 640, 3)
(480, 640, 3)
(443, 640, 3)
(480, 640, 3)
(429, 640, 3)
(480, 640, 3)
(428, 640, 3)
(480, 640, 3)
(640, 640, 3)
(323, 640, 3)
(427, 640, 3)
(480, 640, 3)
(240, 320, 3)
(480, 640, 3)
(640, 511, 3)
(408, 640, 3)
(480, 640, 3)
(375, 500, 3)
(427, 640, 3)
(480, 640, 3)
(297, 500, 3)
(640, 549, 3)
(426, 640, 3)
(479, 640, 3)
(358, 500, 3)
(640, 536, 3)
(640, 480, 3)
(480, 640, 3)
(480, 640, 3)
(383, 640, 3)
(427, 640, 3)
(480, 640, 3)
(480, 640, 3)
(428, 640, 3)
(480, 640, 3)
(480, 640, 3)
(428, 640, 3)
(484, 640, 3)
(482, 640, 3)
(491, 640, 3)
(426, 640, 3)
(640, 427, 3)
(427, 640, 3)
(427, 640, 3)
(640, 425, 3)
(492, 500, 3)
(512, 640, 3)
(640, 426, 3)
(383, 640, 3)
(480, 640, 3)
(612, 612, 3)
(427, 640, 3)
(507, 640, 3)
(375, 500, 3)
(423, 640, 3)
(640, 427, 3)
(463, 640, 3)
(640, 480, 3)
(480, 640, 3)
(426, 640, 3)
(427, 640, 3)
(500, 375, 3)
(425, 640, 3)
(512, 640, 3)
(640, 480, 3)
(480, 640, 3)
(427, 640, 3)
(640, 455, 3)
(640, 424, 3)
(480, 640, 3)
(480, 640, 3)
(480, 640, 3)
(338, 400, 3)
(640, 480, 3)
(640, 533, 3)
(519, 640, 3)
(364, 640, 3)
(421, 640, 3)
(428, 640, 3)
(427, 640, 3)
(375, 500, 3)
(640, 464, 3)
(427, 640, 3)
(427, 640, 3)
(443, 640, 3)
(480, 640, 3)
(459, 640, 3)
(640, 640, 3)
(640, 480, 3)
(480, 640, 3)
(480, 640, 3)
(640, 427, 3)
(640, 434, 3)
(335, 500, 3)
(368, 640, 3)
(612, 612, 3)
(338, 640, 3)
(427, 640, 3)
(479, 640, 3)
(427, 640, 3)
(480, 640, 3)
(429, 640, 3)
(480, 640, 3)
(640, 482, 3)
(640, 512, 3)
(448, 640, 3)
(640, 480, 3)
(408, 640, 3)
(480, 640, 3)
(480, 640, 3)
(480, 640, 3)
(480, 640, 3)
(640, 480, 3)
(427, 640, 3)
(395, 640, 3)
(612, 612, 3)
(426, 640, 3)
(392, 500, 3)
(427, 640, 3)
(480, 640, 3)
(426, 640, 3)
(640, 427, 3)
(390, 640, 3)
(640, 640, 3)
(512, 640, 3)
(427, 640, 3)
(640, 427, 3)
(427, 640, 3)
(612, 612, 3)
(427, 640, 3)
(480, 640, 3)
(505, 640, 3)
(640, 427, 3)
(375, 500, 3)
(640, 427, 3)
(480, 640, 3)
(427, 640, 3)
(316, 500, 3)
(482, 640, 3)
(333, 500, 3)
(500, 362, 3)
(500, 500, 3)
(569, 640, 3)
(638, 640, 3)
(427, 640, 3)
(640, 480, 3)
(640, 427, 3)
(427, 640, 3)
(480, 640, 3)
(480, 640, 3)
(480, 640, 3)
(480, 640, 3)
(480, 640, 3)
(640, 491, 3)
(425, 640, 3)
(640, 480, 3)
(443, 500, 3)
(480, 640, 3)
(427, 640, 3)
(640, 480, 3)
(480, 640, 3)
(480, 640, 3)
(480, 640, 3)
(427, 640, 3)
(480, 640, 3)
(640, 478, 3)
(428, 640, 3)
(211, 640, 3)
(427, 640, 3)
(640, 480, 3)
(480, 640, 3)
(480, 640, 3)
(480, 640, 3)
(427, 640, 3)
(333, 500, 3)
(480, 640, 3)
(500, 400, 3)
(640, 480, 3)
(464, 640, 3)
(480, 640, 3)
(640, 516, 3)
(457, 640, 3)
(480, 640, 3)
(480, 640, 3)
(480, 640, 3)
(333, 500, 3)
(428, 640, 3)
(480, 640, 3)
(640, 480, 3)
(409, 640, 3)
(233, 350, 3)
(425, 640, 3)
(374, 640, 3)
(401, 640, 3)
(500, 386, 3)
(426, 640, 3)
(360, 640, 3)
(480, 640, 3)
(480, 640, 3)
(425, 640, 3)
(426, 640, 3)
(426, 640, 3)
(318, 500, 3)
(480, 640, 3)
(480, 640, 3)
(480, 640, 3)
(426, 640, 3)
(480, 640, 3)
(480, 640, 3)
(480, 640, 3)
(428, 640, 3)
(428, 640, 3)
